# GPUs,global batch,micro batch,hidden size,attention heads,# layers,sequence length,tensor parallelism,data parallelism,pipeline parallelism,iteration time (ms)
4,64,4,1024,16,12,1024,1,4,1,322.6318
2,16,8,1024,16,20,1024,1,1,2,323.680264
4,8,1,1024,16,20,1024,4,1,1,576.623135
2,16,8,1024,16,24,1024,2,1,1,299.709313
4,16,1,1024,16,12,1024,1,4,1,178.882999
8,8,1,2048,16,24,1024,2,2,2,230.50554
4,16,2,2048,16,24,1024,1,2,2,381.931359
4,8,4,1024,16,24,1024,1,1,4,192.642211
4,32,4,1024,16,12,1024,1,2,2,228.686131
4,2,1,1024,16,12,1024,2,1,2,67.911247
8,32,2,2048,16,20,1024,2,2,2,468.932417
8,8,2,2048,16,24,1024,1,2,4,196.134309
8,32,1,1024,16,20,1024,1,4,2,327.048197
8,128,2,1024,16,24,1024,1,8,1,705.649715
8,32,2,2048,16,16,1024,2,4,1,334.6824
4,4,1,2048,16,24,1024,1,2,2,159.50192
4,8,1,2048,16,16,1024,2,2,1,248.213986
4,16,8,1024,16,16,1024,1,1,4,247.201616
8,16,8,2048,16,24,1024,2,1,4,365.103388
8,64,1,1024,16,16,1024,1,4,2,514.385729
8,32,1,2048,16,20,1024,2,4,1,592.892914
8,16,2,2048,16,16,1024,1,4,2,169.787413
4,8,4,1024,16,16,1024,1,1,4,142.689473
8,16,4,2048,16,24,1024,4,2,1,264.092062
4,16,8,1024,16,20,1024,2,1,2,195.755373
8,4,1,1024,16,12,1024,8,1,1,248.468574
8,16,1,1024,16,20,1024,4,1,2,624.695854
8,16,4,1024,16,12,1024,1,2,4,118.711304
8,8,1,1024,16,24,1024,2,4,1,173.59911
4,8,2,2048,16,24,1024,1,2,2,230.737723
2,16,8,1024,16,12,1024,2,1,1,159.456505
2,8,1,2048,16,20,1024,1,2,1,336.261636
8,64,8,2048,16,24,1024,2,4,1,554.768694
2,8,4,1024,16,12,1024,2,1,1,91.955882
2,8,1,1024,16,16,1024,1,2,1,227.517611
2,16,4,2048,16,16,1024,1,2,1,380.345481
4,32,8,1024,16,20,1024,2,2,1,254.877577
4,8,1,1024,16,12,1024,1,1,4,152.509719
8,128,4,2048,16,16,1024,1,8,1,731.361858
2,4,1,2048,16,24,1024,2,1,1,355.956346
8,16,2,1024,16,12,1024,2,4,1,98.102416
4,8,1,2048,16,12,1024,4,1,1,317.657033
2,8,2,2048,16,12,1024,2,1,1,251.62882
8,4,1,1024,16,20,1024,2,2,2,109.406475
8,16,1,2048,16,24,1024,2,4,1,361.925037
4,8,2,2048,16,16,1024,2,2,1,173.71607
8,16,1,1024,16,24,1024,1,2,4,253.584121
8,16,1,2048,16,16,1024,1,2,4,238.118588
2,16,1,1024,16,24,1024,2,1,1,1339.712062
8,16,4,1024,16,12,1024,2,2,2,73.246224
8,16,4,2048,16,20,1024,4,1,2,283.412946
8,8,1,2048,16,20,1024,2,4,1,160.47313
2,4,2,2048,16,24,1024,2,1,1,246.718526
8,32,2,1024,16,12,1024,1,2,4,191.417154
8,8,2,2048,16,24,1024,4,2,1,151.746262
8,16,2,2048,16,16,1024,8,1,1,527.068609
8,16,2,2048,16,16,1024,4,1,2,239.362684
8,16,4,1024,16,20,1024,4,1,2,216.826898
8,16,1,1024,16,12,1024,4,1,2,390.244382
2,8,2,2048,16,24,1024,1,2,1,305.647724
8,64,4,1024,16,20,1024,2,4,1,286.96947
2,16,8,2048,16,24,1024,1,1,2,746.739837
8,8,2,2048,16,12,1024,2,2,2,101.620913
2,4,1,1024,16,20,1024,1,2,1,143.404973
8,128,4,2048,16,12,1024,1,8,1,585.113417
8,16,8,1024,16,12,1024,2,1,4,113.165177
4,8,2,2048,16,20,1024,1,2,2,199.206759
2,16,2,2048,16,16,1024,1,2,1,407.415298
8,32,1,1024,16,12,1024,2,2,2,387.017397
8,32,4,1024,16,16,1024,2,4,1,120.085374
4,32,2,2048,16,20,1024,1,4,1,488.25507
8,32,2,2048,16,12,1024,2,2,2,299.174957
8,16,1,1024,16,24,1024,8,1,1,1949.864466
8,16,1,2048,16,24,1024,1,8,1,215.029881
8,128,1,2048,16,24,1024,1,8,1,1454.631111
8,4,1,2048,16,24,1024,4,2,1,160.523607
4,32,4,1024,16,16,1024,2,2,1,234.76107
4,2,1,1024,16,20,1024,4,1,1,145.582577
2,8,2,1024,16,12,1024,1,2,1,103.952563
8,2,1,1024,16,24,1024,4,1,2,130.825538
8,16,1,1024,16,16,1024,1,2,4,186.881253
8,4,1,2048,16,24,1024,4,1,2,195.969798
8,32,2,2048,16,24,1024,1,4,2,381.189252
2,32,4,2048,16,16,1024,1,2,1,732.715199
8,16,2,2048,16,20,1024,2,4,1,212.74519
2,8,1,2048,16,20,1024,2,1,1,587.771222
4,8,1,1024,16,12,1024,1,4,1,93.252877
4,32,1,2048,16,20,1024,2,2,1,1170.089424
2,16,4,2048,16,24,1024,1,1,2,684.787955
4,64,2,2048,16,20,1024,1,4,1,944.047854
4,32,1,1024,16,24,1024,2,2,1,1341.904262
2,16,1,2048,16,24,1024,1,1,2,843.725128
4,16,1,1024,16,20,1024,1,1,4,389.163763
4,4,1,2048,16,24,1024,2,2,1,191.30836
8,64,8,1024,16,20,1024,1,4,2,326.209264
8,16,1,1024,16,12,1024,1,8,1,93.691477
4,8,1,1024,16,12,1024,1,2,2,119.896705
8,64,4,2048,16,20,1024,2,4,1,549.1632
2,4,2,2048,16,16,1024,1,1,2,162.869613
4,16,2,2048,16,20,1024,4,1,1,483.073174
8,32,1,1024,16,16,1024,1,4,2,272.241961
8,8,2,2048,16,24,1024,2,1,4,223.342489
8,4,1,2048,16,20,1024,1,2,4,115.06195
4,16,4,2048,16,12,1024,2,2,1,178.225484
8,32,2,2048,16,24,1024,4,2,1,575.790694
4,32,4,1024,16,24,1024,2,2,1,337.98727
8,32,2,2048,16,16,1024,4,2,1,396.782854
4,32,4,1024,16,16,1024,1,2,2,278.912669
2,8,2,1024,16,12,1024,1,1,2,139.432502
8,8,1,1024,16,20,1024,4,1,2,330.586542
4,8,1,2048,16,24,1024,2,2,1,362.667144
2,32,8,1024,16,12,1024,1,2,1,276.905595
8,16,4,1024,16,20,1024,2,2,2,112.15302
4,16,4,2048,16,24,1024,4,1,1,514.014802
4,8,2,1024,16,24,1024,2,2,1,186.06242
8,16,4,1024,16,16,1024,4,1,2,177.650078
2,16,4,1024,16,24,1024,2,1,1,335.79507
8,16,4,1024,16,20,1024,1,2,4,168.932342
8,16,2,2048,16,16,1024,2,2,2,215.308239
2,4,1,1024,16,16,1024,2,1,1,230.056046
2,4,2,1024,16,20,1024,1,1,2,119.932544
4,8,1,2048,16,16,1024,2,1,2,280.045752
2,4,1,2048,16,24,1024,1,1,2,251.49598
8,64,1,1024,16,12,1024,1,8,1,350.581843
8,2,1,2048,16,24,1024,4,1,2,118.19327
4,2,1,1024,16,16,1024,4,1,1,117.712725
4,2,1,1024,16,20,1024,2,1,2,108.409675
8,4,1,2048,16,20,1024,8,1,1,396.28316
8,128,1,1024,16,16,1024,1,8,1,886.726227
8,16,2,2048,16,24,1024,1,2,4,290.195093
4,16,4,2048,16,20,1024,2,2,1,283.398818
2,8,2,2048,16,20,1024,2,1,1,403.90038
4,16,2,2048,16,20,1024,1,4,1,260.358678
2,16,2,2048,16,12,1024,1,1,2,414.473309
8,16,4,1024,16,12,1024,2,1,4,96.025101
2,16,4,1024,16,20,1024,1,2,1,246.413102
2,8,4,2048,16,12,1024,1,1,2,239.564597
2,16,1,2048,16,16,1024,1,2,1,529.108887
8,32,8,1024,16,20,1024,2,2,2,196.752173
8,32,1,1024,16,24,1024,1,4,2,381.878333
4,64,8,2048,16,20,1024,1,4,1,824.990326
8,32,2,1024,16,20,1024,2,4,1,308.621682
4,8,1,1024,16,16,1024,2,2,1,231.724046
4,16,2,1024,16,24,1024,1,4,1,185.715367
2,8,2,2048,16,16,1024,1,1,2,275.974681
4,8,4,2048,16,24,1024,1,1,4,349.972249
8,16,8,2048,16,24,1024,4,1,2,298.675811
4,16,4,2048,16,16,1024,1,1,4,400.562611
8,32,2,1024,16,16,1024,2,4,1,250.414646
4,8,2,2048,16,24,1024,2,2,1,253.429324
8,32,1,2048,16,12,1024,1,8,1,219.680437
8,16,1,2048,16,20,1024,2,2,2,345.512512
4,8,2,1024,16,24,1024,2,1,2,232.407814
8,16,4,1024,16,16,1024,2,1,4,118.390554
8,2,1,1024,16,20,1024,2,1,4,91.72182
2,8,1,1024,16,24,1024,2,1,1,671.704718
4,8,2,1024,16,20,1024,1,1,4,156.239634
2,16,1,1024,16,16,1024,2,1,1,912.289334
8,16,1,2048,16,20,1024,2,4,1,304.613058
4,16,1,2048,16,20,1024,2,1,2,643.402964
2,4,2,1024,16,24,1024,1,1,2,139.402392
8,32,2,1024,16,24,1024,4,2,1,670.664627
2,4,1,1024,16,16,1024,1,2,1,117.906425
8,8,2,1024,16,16,1024,8,1,1,272.03833
8,8,2,2048,16,16,1024,1,2,4,145.519969
4,16,4,1024,16,24,1024,1,1,4,289.133251
8,128,2,1024,16,16,1024,1,8,1,499.716643
2,8,1,1024,16,16,1024,1,1,2,270.056261
8,16,4,1024,16,24,1024,4,1,2,256.003718
8,64,1,2048,16,24,1024,2,4,1,1390.077741
4,4,1,1024,16,24,1024,4,1,1,344.676831
8,32,2,1024,16,12,1024,1,4,2,141.274802
2,8,4,1024,16,20,1024,1,1,2,191.145487
8,32,1,1024,16,12,1024,4,2,1,710.722551
4,16,8,2048,16,12,1024,1,1,4,404.997757
2,4,1,1024,16,12,1024,2,1,1,176.233546
8,64,2,2048,16,16,1024,1,8,1,406.061957
2,16,8,1024,16,12,1024,1,1,2,226.719976
4,8,2,1024,16,12,1024,2,2,1,97.654316
4,32,8,2048,16,24,1024,2,2,1,555.510801
4,4,1,2048,16,16,1024,1,1,4,141.063468
8,16,1,1024,16,12,1024,1,4,2,120.344805
4,8,4,2048,16,12,1024,1,1,4,215.160832
4,32,8,1024,16,24,1024,2,2,1,301.901513
8,32,4,2048,16,24,1024,2,2,2,420.015919
8,8,1,2048,16,24,1024,8,1,1,943.575584
2,8,2,1024,16,20,1024,2,1,1,306.096282
8,16,1,2048,16,12,1024,4,2,1,319.857233
2,16,2,1024,16,16,1024,1,2,1,253.222935
8,4,1,1024,16,24,1024,4,2,1,174.592629
4,16,1,1024,16,24,1024,2,2,1,673.896918
8,4,1,1024,16,16,1024,8,1,1,328.536446
8,128,8,1024,16,12,1024,1,8,1,278.183395
4,8,1,2048,16,12,1024,2,1,2,217.789692
8,16,4,2048,16,24,1024,2,2,2,254.324849
8,32,2,2048,16,20,1024,1,2,4,424.447765
8,64,4,2048,16,12,1024,2,4,1,346.451508
8,64,2,2048,16,12,1024,2,4,1,501.613176
2,2,1,1024,16,24,1024,1,1,2,125.431115
4,32,4,1024,16,12,1024,1,4,1,165.11699
8,8,2,1024,16,12,1024,8,1,1,207.183926
8,32,4,1024,16,24,1024,1,4,2,224.213985
4,16,1,1024,16,16,1024,1,1,4,331.955965
4,4,2,1024,16,16,1024,2,1,2,95.8208
8,16,1,1024,16,24,1024,1,8,1,171.025621
8,8,2,1024,16,16,1024,2,2,2,96.6871
2,4,1,1024,16,12,1024,1,2,1,92.413677
2,16,2,2048,16,20,1024,1,2,1,489.526471
8,16,1,1024,16,12,1024,2,1,4,236.614528
8,8,2,1024,16,12,1024,2,2,2,74.790524
8,32,4,1024,16,24,1024,1,2,4,290.527451
4,16,2,2048,16,24,1024,2,2,1,486.746958
8,64,2,1024,16,16,1024,2,4,1,495.94557
2,8,1,1024,16,20,1024,1,2,1,276.997223
8,64,1,2048,16,12,1024,1,8,1,418.491673
8,16,4,2048,16,20,1024,1,2,4,308.75461
8,16,1,1024,16,20,1024,2,1,4,363.456318
4,4,2,2048,16,12,1024,2,1,2,99.430013
8,16,1,1024,16,20,1024,1,2,4,220.229687
4,4,2,1024,16,16,1024,1,1,4,88.065056
8,4,2,2048,16,20,1024,4,1,2,96.223252
8,32,8,1024,16,24,1024,2,2,2,231.823157
4,32,4,2048,16,16,1024,2,2,1,447.637308
2,32,2,2048,16,20,1024,1,2,1,945.319255
4,4,2,2048,16,24,1024,4,1,1,148.029162
8,4,1,1024,16,16,1024,2,2,2,89.026761
4,64,2,2048,16,12,1024,1,4,1,627.897986
8,16,2,2048,16,24,1024,8,1,1,775.623297
4,8,4,2048,16,20,1024,4,1,1,219.732122
8,8,2,1024,16,20,1024,1,2,4,105.389494
8,128,8,1024,16,16,1024,1,8,1,343.927091
4,32,2,2048,16,20,1024,2,2,1,802.212634
8,32,1,2048,16,16,1024,2,4,1,483.78633
4,4,2,2048,16,20,1024,2,1,2,157.045417
8,16,4,2048,16,16,1024,4,1,2,233.382106
2,32,4,2048,16,20,1024,1,2,1,879.237448
8,4,2,1024,16,12,1024,2,1,4,64.149586
4,16,4,2048,16,20,1024,1,2,2,354.799875
8,32,2,2048,16,12,1024,2,4,1,257.22242
8,4,2,1024,16,20,1024,4,1,2,108.210633
8,32,4,1024,16,12,1024,2,2,2,123.248048
8,4,1,1024,16,20,1024,8,1,1,408.604318
8,8,1,2048,16,24,1024,4,1,2,351.522854
8,4,2,2048,16,12,1024,4,1,2,62.209852
8,64,2,2048,16,24,1024,1,8,1,569.740946
4,2,1,2048,16,12,1024,4,1,1,82.104587
4,4,1,2048,16,20,1024,1,1,4,164.733816
8,32,4,1024,16,24,1024,2,4,1,172.687158
8,32,1,1024,16,20,1024,1,8,1,278.768523
2,32,1,2048,16,24,1024,1,2,1,1456.522849
4,16,4,1024,16,12,1024,1,2,2,132.195091
8,32,1,1024,16,12,1024,1,2,4,275.746367
4,16,4,1024,16,20,1024,4,1,1,336.672227
8,16,2,1024,16,12,1024,2,2,2,124.846234
8,16,8,1024,16,16,1024,2,1,4,142.181085
4,16,8,2048,16,16,1024,2,1,2,292.903712
8,32,2,1024,16,12,1024,4,2,1,351.221283
4,16,8,2048,16,16,1024,4,1,1,264.905345
8,32,2,1024,16,24,1024,1,4,2,238.67633
4,16,1,2048,16,16,1024,2,2,1,482.05613
4,32,1,1024,16,24,1024,1,4,1,642.991863
2,16,4,2048,16,24,1024,2,1,1,645.633308
4,32,8,1024,16,16,1024,2,2,1,207.875441
4,16,2,1024,16,12,1024,1,4,1,104.791763
8,32,8,2048,16,12,1024,2,2,2,230.843724
8,32,4,1024,16,20,1024,4,2,1,337.669027
2,4,2,1024,16,16,1024,1,1,2,100.462696
8,32,8,1024,16,12,1024,2,2,2,126.637605
4,64,4,2048,16,16,1024,1,4,1,731.654967
2,32,2,1024,16,24,1024,1,2,1,703.511015
4,32,2,1024,16,12,1024,1,2,2,257.70601
8,32,2,1024,16,20,1024,1,2,4,261.739414
8,64,4,2048,16,16,1024,2,4,1,449.367508
4,32,2,1024,16,12,1024,2,2,1,379.958798
2,16,8,2048,16,16,1024,1,1,2,546.897941
4,32,1,2048,16,24,1024,1,2,2,850.435926
2,16,8,2048,16,20,1024,1,1,2,646.818889
8,16,1,1024,16,16,1024,1,8,1,119.447925
2,16,1,1024,16,12,1024,1,1,2,409.774965
4,32,2,2048,16,12,1024,1,2,2,418.683809
8,16,2,1024,16,24,1024,2,4,1,186.77012
8,64,4,1024,16,16,1024,1,8,1,206.884046
8,16,8,1024,16,24,1024,2,1,4,200.212901
4,4,2,2048,16,24,1024,2,1,2,185.853119
8,16,2,1024,16,20,1024,4,2,1,283.498839
8,16,2,2048,16,12,1024,4,1,2,189.363772
8,16,1,2048,16,24,1024,4,1,2,662.628966
2,8,2,2048,16,20,1024,1,1,2,325.597621
4,16,4,2048,16,20,1024,1,1,4,463.067692
8,4,2,2048,16,16,1024,4,1,2,79.216552
8,8,1,1024,16,24,1024,1,4,2,128.327315
2,32,8,1024,16,24,1024,1,2,1,473.340583
4,32,8,1024,16,12,1024,1,2,2,228.114176
8,64,2,2048,16,16,1024,2,4,1,653.15466
8,8,4,2048,16,24,1024,4,1,2,199.79073
8,64,8,1024,16,24,1024,2,4,1,302.609213
8,8,1,1024,16,16,1024,4,1,2,268.449238
4,32,4,2048,16,12,1024,2,2,1,345.068408
8,32,2,1024,16,16,1024,1,4,2,173.734078
8,32,1,1024,16,24,1024,1,8,1,328.598935
8,16,1,1024,16,16,1024,2,2,2,265.442727
8,32,4,2048,16,16,1024,1,4,2,301.220791
4,8,1,2048,16,20,1024,4,1,1,510.794953
8,16,2,2048,16,20,1024,1,2,4,255.370481
8,32,2,2048,16,24,1024,2,2,2,553.807647
4,16,8,1024,16,16,1024,2,1,2,160.827789
2,16,2,2048,16,16,1024,1,1,2,502.184817
4,32,2,2048,16,16,1024,1,2,2,507.372417
2,16,8,2048,16,20,1024,2,1,1,462.448415
4,64,4,2048,16,20,1024,1,4,1,877.966047
2,8,1,1024,16,24,1024,1,2,1,326.460235
8,16,1,2048,16,12,1024,2,1,4,256.638904
8,8,4,1024,16,16,1024,2,1,4,81.092334
4,32,2,1024,16,20,1024,2,2,1,610.874342
4,16,4,2048,16,24,1024,1,1,4,525.572773
8,128,2,2048,16,20,1024,1,8,1,943.696365
4,32,4,2048,16,16,1024,1,4,1,379.285249
4,2,1,2048,16,24,1024,2,1,2,137.903724
8,16,8,2048,16,16,1024,8,1,1,222.381996
8,8,4,1024,16,16,1024,8,1,1,128.096429
4,32,1,2048,16,24,1024,1,4,1,746.697268
8,64,4,1024,16,24,1024,2,4,1,338.69497
4,32,8,2048,16,20,1024,1,2,2,652.577379
2,16,1,2048,16,20,1024,1,2,1,638.646568
2,16,2,2048,16,24,1024,1,1,2,677.607833
4,32,2,2048,16,24,1024,2,2,1,953.382226
8,8,2,2048,16,24,1024,8,1,1,389.533489
2,32,8,2048,16,20,1024,1,2,1,826.261727
8,4,1,1024,16,24,1024,2,2,2,129.799089
8,16,4,1024,16,20,1024,8,1,1,314.550445
8,16,2,2048,16,12,1024,8,1,1,402.791265
4,32,4,2048,16,12,1024,1,4,1,303.250349
2,8,1,1024,16,20,1024,1,1,2,324.519197
8,2,1,1024,16,12,1024,2,1,4,58.148534
8,8,1,1024,16,12,1024,2,2,2,114.129897
8,16,1,2048,16,12,1024,1,8,1,120.274819
2,8,1,2048,16,20,1024,1,1,2,388.618288
4,16,4,1024,16,20,1024,2,1,2,186.565252
2,8,4,2048,16,16,1024,1,1,2,294.302991
4,8,1,2048,16,12,1024,1,1,4,198.282428
8,64,4,1024,16,20,1024,1,4,2,329.726407
8,32,1,1024,16,12,1024,1,8,1,179.321599
4,8,1,1024,16,12,1024,4,1,1,355.618135
4,4,2,1024,16,24,1024,4,1,1,168.984741
8,8,1,2048,16,12,1024,1,4,2,94.042906
8,16,4,2048,16,12,1024,4,1,2,183.351266
8,16,4,1024,16,24,1024,1,2,4,194.036411
8,8,1,2048,16,12,1024,2,4,1,102.45279
4,4,1,1024,16,16,1024,4,1,1,233.848695
2,32,4,1024,16,12,1024,1,2,1,321.7926
8,32,8,2048,16,24,1024,2,2,2,425.122588
8,32,1,1024,16,12,1024,1,4,2,217.435625
4,8,1,1024,16,20,1024,1,4,1,144.575673
8,8,1,2048,16,12,1024,4,2,1,162.822269
4,4,2,2048,16,12,1024,1,1,4,117.489399
2,16,2,2048,16,20,1024,2,1,1,796.454144
4,16,2,1024,16,20,1024,2,2,1,308.015482
4,16,2,2048,16,16,1024,2,1,2,381.352887
8,32,4,1024,16,20,1024,1,4,2,193.674487
4,16,1,2048,16,24,1024,2,2,1,705.384712
4,64,2,1024,16,16,1024,1,4,1,499.221943
8,32,1,2048,16,16,1024,1,8,1,277.157462
8,8,4,1024,16,16,1024,4,1,2,106.056934
4,8,2,1024,16,12,1024,1,2,2,82.387048
8,32,1,1024,16,20,1024,1,2,4,390.430263
8,16,2,1024,16,12,1024,8,1,1,413.478718
8,8,1,1024,16,16,1024,2,1,4,171.406711
2,16,1,1024,16,24,1024,1,1,2,717.050157
8,64,1,1024,16,20,1024,1,8,1,545.953023
4,64,1,2048,16,24,1024,1,4,1,1455.040828
8,16,1,1024,16,16,1024,1,4,2,151.170077
4,64,8,2048,16,24,1024,1,4,1,961.258095
8,16,2,1024,16,16,1024,2,4,1,127.649184
8,16,2,1024,16,24,1024,1,4,2,142.298592
4,16,8,2048,16,16,1024,1,1,4,487.592293
8,64,1,1024,16,16,1024,1,8,1,448.281483
8,32,2,2048,16,16,1024,1,8,1,216.254133
8,16,1,2048,16,16,1024,1,8,1,151.85842
4,16,2,1024,16,12,1024,1,2,2,140.826702
8,8,1,2048,16,24,1024,2,4,1,190.566253
4,16,1,1024,16,20,1024,2,1,2,613.315433
4,32,4,1024,16,24,1024,1,2,2,379.328545
8,32,1,1024,16,20,1024,4,2,1,1152.340679
8,8,2,1024,16,24,1024,8,1,1,401.747138
2,8,1,2048,16,16,1024,2,1,1,476.86853
8,64,1,2048,16,16,1024,1,4,2,626.494416
4,4,2,2048,16,16,1024,2,1,2,128.237715
8,128,4,1024,16,24,1024,1,8,1,565.803208
2,16,4,1024,16,16,1024,1,2,1,205.342546
8,64,8,1024,16,20,1024,2,4,1,255.483777
8,8,4,2048,16,16,1024,4,1,2,139.34161
4,16,2,2048,16,24,1024,1,1,4,474.106161
2,16,2,1024,16,16,1024,1,1,2,313.719742
4,32,2,2048,16,12,1024,2,2,1,500.230076
2,8,1,2048,16,12,1024,1,2,1,220.76493
2,16,2,1024,16,20,1024,1,1,2,371.127674
8,16,2,1024,16,16,1024,8,1,1,542.948546
8,16,1,2048,16,16,1024,1,4,2,189.625812
8,16,2,2048,16,20,1024,4,2,1,247.577202
8,4,2,2048,16,16,1024,8,1,1,133.564633
2,2,1,1024,16,20,1024,2,1,1,143.524854
2,8,1,2048,16,24,1024,1,2,1,394.007509
8,16,4,1024,16,16,1024,8,1,1,255.055241
2,4,2,1024,16,16,1024,2,1,1,125.463484
4,16,2,1024,16,16,1024,2,2,1,249.896946
4,16,1,1024,16,16,1024,4,1,1,930.664515
8,8,1,2048,16,24,1024,1,2,4,192.614664
4,16,2,2048,16,12,1024,1,1,4,313.972473
8,32,2,1024,16,16,1024,1,8,1,132.288331
2,16,4,2048,16,20,1024,1,2,1,456.595962
8,32,4,2048,16,20,1024,4,2,1,436.970102
2,16,1,1024,16,20,1024,1,2,1,544.181723
4,16,2,2048,16,12,1024,4,1,1,305.072334
4,32,4,2048,16,24,1024,1,4,1,531.359462
8,32,2,2048,16,20,1024,2,4,1,409.022072
4,16,1,2048,16,24,1024,1,1,4,547.592496
4,64,8,1024,16,24,1024,1,4,1,474.725583
